processo,setor,ordem,data,resumo,desc_folha
000142/2023,DAE_SEI,29,31/03/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,30,23/07/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,8,14/11/2018,Evento do Processo Original,False
003701/2022,DAE_SEI,9,25/03/2019,Evento do Processo Original,False
003701/2022,DAE_SEI,10,27/07/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,11,17/09/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,12,21/09/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,13,24/09/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,14,24/09/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,15,24/09/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,16,27/10/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,17,09/11/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,18,02/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,19,04/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,20,04/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,21,04/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,22,04/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,23,04/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,24,04/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,25,07/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,26,08/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,27,18/12/2020,Evento do Processo Original,False
003701/2022,DAE_SEI,28,23/03/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,29,23/03/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,30,23/03/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,31,29/03/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,32,03/05/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,33,01/07/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,34,01/07/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,35,01/07/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,36,01/07/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,37,23/11/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,38,02/12/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,39,13/12/2021,Evento do Processo Original,False
003701/2022,DAE_SEI,40,11/01/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,41,04/02/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,42,05/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,43,07/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,44,12/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,45,12/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,46,12/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,47,12/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,48,20/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,49,26/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,50,26/04/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,51,21/07/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,52,21/07/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,53,21/07/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,54,21/07/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,55,21/07/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,56,21/07/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,57,22/07/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,58,15/08/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,59,15/08/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,60,24/08/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,61,25/08/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,62,20/10/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,63,07/11/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,64,07/11/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,65,07/11/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,66,07/11/2022,Evento do Processo Original,False
003701/2022,DAE_SEI,67,08/11/2022,Evento do Processo Original,False
003709/2022,DAE_SEI,2,29/07/2013,Evento do Processo Original,False
003709/2022,DAE_SEI,3,31/07/2013,Evento do Processo Original,False
003709/2022,DAE_SEI,4,26/02/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,5,22/07/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,6,15/08/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,7,15/08/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,8,20/10/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,9,24/10/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,10,05/11/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,11,05/11/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,12,12/11/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,13,15/12/2014,Evento do Processo Original,False
003709/2022,DAE_SEI,14,27/01/2015,Evento do Processo Original,False
003709/2022,DAE_SEI,15,25/03/2015,Evento do Processo Original,False
003709/2022,DAE_SEI,16,25/03/2015,Evento do Processo Original,False
003709/2022,DAE_SEI,17,25/03/2015,Evento do Processo Original,False
003709/2022,DAE_SEI,18,25/03/2015,Evento do Processo Original,False
003709/2022,DAE_SEI,19,26/03/2015,Evento do Processo Original,False
003709/2022,DAE_SEI,20,23/08/2017,Evento do Processo Original,False
003709/2022,DAE_SEI,21,05/09/2019,Evento do Processo Original,False
003709/2022,DAE_SEI,22,23/12/2020,Evento do Processo Original,False
003709/2022,DAE_SEI,23,29/12/2020,Evento do Processo Original,False
003709/2022,DAE_SEI,24,26/01/2021,Evento do Processo Original,False
003709/2022,DAE_SEI,25,22/01/2021,Evento do Processo Original,False
003709/2022,DAE_SEI,26,05/02/2021,Evento do Processo Original,False
003709/2022,DAE_SEI,27,12/04/2021,Evento do Processo Original,False
003709/2022,DAE_SEI,28,12/04/2021,Evento do Processo Original,False
003709/2022,DAE_SEI,29,14/04/2021,Evento do Processo Original,False
003709/2022,DAE_SEI,30,20/04/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,26,04/11/2020,Evento do Processo Original,False
000134/2022,DAE_SEI,27,06/11/2020,Evento do Processo Original,False
000134/2022,DAE_SEI,28,17/11/2020,Evento do Processo Original,False
000134/2022,DAE_SEI,29,17/11/2020,Evento do Processo Original,False
000134/2022,DAE_SEI,30,17/11/2020,Evento do Processo Original,False
000134/2022,DAE_SEI,31,27/11/2020,Evento do Processo Original,False
000134/2022,DAE_SEI,32,07/12/2020,Evento do Processo Original,False
000134/2022,DAE_SEI,33,22/02/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,34,22/02/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,35,22/02/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,36,22/02/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,37,22/02/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,38,08/03/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,39,13/04/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,40,16/06/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,41,16/06/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,42,16/06/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,43,06/07/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,44,09/07/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,45,28/07/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,46,02/09/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,47,02/09/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,48,13/09/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,49,20/10/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,50,29/11/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,51,16/12/2021,Evento do Processo Original,False
000134/2022,DAE_SEI,52,24/01/2022,Evento do Processo Original,False
000134/2022,DAE_SEI,53,24/01/2022,Evento do Processo Original,False
000134/2022,DAE_SEI,54,26/01/2022,Evento do Processo Original,False
000134/2022,DAE_SEI,55,22/02/2022,Evento do Processo Original,False
000134/2022,DAE_SEI,56,01/04/2022,Evento do Processo Original,False
000134/2022,DAE_SEI,57,01/04/2022,Evento do Processo Original,False
000133/2022,DAE_SEI,41,13/04/2022,CONTINUIDADE DA EXECUÇÃO...,False
002010/2024,DAE_SEI,2,24/10/2016,Evento do Processo Original,False
002010/2024,DAE_SEI,3,22/08/2017,Evento do Processo Original,False
002010/2024,DAE_SEI,4,26/09/2019,Evento do Processo Original,False
002010/2024,DAE_SEI,5,27/09/2019,Evento do Processo Original,False
002010/2024,DAE_SEI,6,17/07/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,7,09/09/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,8,11/09/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,9,23/09/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,10,14/10/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,11,07/12/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,12,07/12/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,13,08/12/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,14,08/12/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,15,14/12/2020,Evento do Processo Original,False
002010/2024,DAE_SEI,16,14/01/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,17,23/03/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,18,23/03/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,19,23/03/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,20,06/04/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,21,03/05/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,22,01/07/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,23,01/07/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,24,01/07/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,25,01/07/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,26,29/07/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,27,29/11/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,28,13/12/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,29,14/12/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,30,17/12/2021,Evento do Processo Original,False
002010/2024,DAE_SEI,31,02/02/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,32,12/04/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,33,18/04/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,34,25/04/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,35,25/04/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,36,29/04/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,37,29/04/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,38,04/05/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,39,07/06/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,40,07/06/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,41,07/06/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,42,07/06/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,43,20/06/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,44,25/08/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,45,26/10/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,46,22/11/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,47,12/12/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,48,14/12/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,49,14/12/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,50,15/12/2022,Evento do Processo Original,False
002010/2024,DAE_SEI,51,10/01/2023,Evento do Processo Original,False
002010/2024,DAE_SEI,52,06/02/2023,Evento do Processo Original,False
002010/2024,DAE_SEI,53,27/02/2023,Evento do Processo Original,False
002010/2024,DAE_SEI,54,13/03/2023,Evento do Processo Original,False
002010/2024,DAE_SEI,55,13/03/2023,Evento do Processo Original,False
002010/2024,DAE_SEI,56,13/03/2023,Evento do Processo Original,False
002010/2024,DAE_SEI,57,14/03/2023,Evento do Processo Original,False
003064/2022,DAE_SEI,37,04/07/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,38,04/07/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,39,08/07/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,40,11/07/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,41,01/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,42,01/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,43,01/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,44,01/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,45,01/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,46,01/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,47,02/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,48,03/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,49,03/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,50,12/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,51,12/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,52,31/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,53,31/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,54,31/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,55,31/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,56,01/09/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,2,27/08/2014,Evento do Processo Original,False
003654/2022,DAE_SEI,3,18/03/2015,Evento do Processo Original,False
003654/2022,DAE_SEI,4,18/03/2015,Evento do Processo Original,False
003654/2022,DAE_SEI,5,30/03/2015,Evento do Processo Original,False
003654/2022,DAE_SEI,6,06/04/2015,Evento do Processo Original,False
003654/2022,DAE_SEI,7,08/04/2015,Evento do Processo Original,False
003654/2022,DAE_SEI,8,15/04/2015,Evento do Processo Original,False
003654/2022,DAE_SEI,9,20/10/2015,Evento do Processo Original,False
003654/2022,DAE_SEI,10,19/07/2016,Evento do Processo Original,False
003654/2022,DAE_SEI,11,20/07/2016,Evento do Processo Original,False
003654/2022,DAE_SEI,12,20/07/2016,Evento do Processo Original,False
003654/2022,DAE_SEI,13,17/11/2016,Evento do Processo Original,False
003654/2022,DAE_SEI,14,17/11/2016,Evento do Processo Original,False
003654/2022,DAE_SEI,15,28/12/2016,Evento do Processo Original,False
003654/2022,DAE_SEI,16,28/12/2016,Evento do Processo Original,False
003654/2022,DAE_SEI,17,07/02/2017,Evento do Processo Original,False
003654/2022,DAE_SEI,18,07/03/2017,Evento do Processo Original,False
003654/2022,DAE_SEI,19,13/03/2017,Evento do Processo Original,False
003654/2022,DAE_SEI,20,13/03/2017,Evento do Processo Original,False
003654/2022,DAE_SEI,21,13/03/2017,Evento do Processo Original,False
003654/2022,DAE_SEI,22,24/03/2017,Evento do Processo Original,False
003654/2022,DAE_SEI,23,28/03/2019,Evento do Processo Original,False
003654/2022,DAE_SEI,24,07/04/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,25,07/07/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,26,13/07/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,27,16/07/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,28,25/07/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,29,07/10/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,30,07/12/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,31,07/12/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,32,07/12/2020,Evento do Processo Original,False
003654/2022,DAE_SEI,33,12/01/2021,Evento do Processo Original,False
003654/2022,DAE_SEI,34,12/07/2021,Evento do Processo Original,False
003654/2022,DAE_SEI,35,21/07/2021,Evento do Processo Original,False
003654/2022,DAE_SEI,36,10/08/2021,Evento do Processo Original,False
003654/2022,DAE_SEI,37,05/04/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,38,03/05/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,39,13/05/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,40,13/05/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,41,18/05/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,42,18/05/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,43,27/05/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,44,02/06/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,45,02/06/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,46,07/06/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,47,07/06/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,48,07/06/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,49,09/06/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,50,22/06/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,51,16/09/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,52,16/09/2022,Evento do Processo Original,False
003654/2022,DAE_SEI,53,23/09/2022,Evento do Processo Original,False
003659/2022,DAE_SEI,1,17/10/2022,Capa,False
003659/2022,DAE_SEI,2,16/03/2017,Evento do Processo Original,False
003659/2022,DAE_SEI,3,16/03/2017,Evento do Processo Original,False
003659/2022,DAE_SEI,4,28/10/2019,Evento do Processo Original,False
003659/2022,DAE_SEI,5,16/12/2019,Evento do Processo Original,False
003659/2022,DAE_SEI,6,07/04/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,7,21/04/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,8,03/08/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,9,11/08/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,10,07/10/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,11,14/10/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,12,10/11/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,13,10/11/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,14,10/11/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,15,27/11/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,16,07/12/2020,Evento do Processo Original,False
003659/2022,DAE_SEI,17,23/02/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,6,14/07/2020,Evento do Processo Original,False
000119/2022,DAE_SEI,7,28/02/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,8,28/02/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,9,11/03/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,10,17/03/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,11,19/03/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,12,19/03/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,13,19/03/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,14,08/04/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,15,16/04/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,16,03/05/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,17,03/05/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,18,03/05/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,19,03/05/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,20,03/05/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,21,10/05/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,22,21/05/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,23,23/07/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,24,23/07/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,25,23/07/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,26,17/08/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,27,07/10/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,28,22/10/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,29,08/12/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,30,08/12/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,31,16/12/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,32,20/12/2021,Evento do Processo Original,False
000119/2022,DAE_SEI,33,10/01/2022,Evento do Processo Original,False
000119/2022,DAE_SEI,34,10/01/2022,Evento do Processo Original,False
000119/2022,DAE_SEI,35,15/01/2022,Evento do Processo Original,False
000119/2022,DAE_SEI,36,11/02/2022,Evento do Processo Original,False
000119/2022,DAE_SEI,37,24/03/2022,Evento do Processo Original,False
000119/2022,DAE_SEI,38,24/03/2022,Evento do Processo Original,False
000119/2022,DAE_SEI,39,03/04/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,2,02/10/2015,Evento do Processo Original,False
000123/2022,DAE_SEI,3,27/07/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,4,03/08/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,5,23/08/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,6,23/08/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,7,24/09/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,8,26/09/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,9,01/10/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,10,01/10/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,11,01/10/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,12,11/10/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,13,15/10/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,14,15/10/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,15,13/11/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,16,13/11/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,17,13/11/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,18,13/11/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,19,13/11/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,20,13/11/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,21,05/12/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,22,10/12/2018,Evento do Processo Original,False
000123/2022,DAE_SEI,23,07/01/2019,Evento do Processo Original,False
000123/2022,DAE_SEI,24,17/01/2019,Evento do Processo Original,False
000123/2022,DAE_SEI,25,24/01/2019,Evento do Processo Original,False
000123/2022,DAE_SEI,26,24/01/2019,Evento do Processo Original,False
000123/2022,DAE_SEI,27,28/01/2019,Evento do Processo Original,False
000123/2022,DAE_SEI,28,30/07/2021,Evento do Processo Original,False
000123/2022,DAE_SEI,29,02/12/2021,Evento do Processo Original,False
000123/2022,DAE_SEI,30,16/12/2021,Evento do Processo Original,False
000123/2022,DAE_SEI,31,21/01/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,32,21/01/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,33,26/01/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,34,18/02/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,35,23/03/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,36,23/03/2022,Evento do Processo Original,False
000123/2022,DAE_SEI,37,03/04/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,62,29/01/2024,PROTESTO SEM ÊXITO...,False
000421/2024,DAE_SEI,2,21/06/2017,Evento do Processo Original,False
000421/2024,DAE_SEI,3,17/09/2019,Evento do Processo Original,False
000421/2024,DAE_SEI,4,23/09/2019,Evento do Processo Original,False
000421/2024,DAE_SEI,5,05/07/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,6,28/08/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,7,02/09/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,8,16/09/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,9,05/10/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,10,04/12/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,11,04/12/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,12,04/12/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,13,09/12/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,14,09/12/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,15,18/12/2020,Evento do Processo Original,False
000421/2024,DAE_SEI,16,23/03/2021,Evento do Processo Original,False
000421/2024,DAE_SEI,17,23/03/2021,Evento do Processo Original,False
000421/2024,DAE_SEI,18,23/03/2021,Evento do Processo Original,False
000421/2024,DAE_SEI,19,29/03/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,29,20/12/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,30,24/02/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,31,24/02/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,32,03/04/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,33,11/04/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,34,11/04/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,35,03/05/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,36,17/05/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,37,15/06/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,38,15/06/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,39,27/07/2022,Evento do Processo Original,False
003006/2022,DAE_SEI,40,28/07/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003006/2022,DAE_SEI,41,01/08/2022,CONTINUIDADE DA EXECUÇÃO...,False
002701/2022,DAE_SEI,43,03/08/2022,CONTINUIDADE DA EXECUÇÃO...,False
000134/2022,DAE_SEI,59,04/08/2022,CONTINUIDADE DA EXECUÇÃO...,False
003023/2022,DAE_SEI,1,05/08/2022,Capa,False
003023/2022,DAE_SEI,2,06/10/2020,Evento do Processo Original,False
003023/2022,DAE_SEI,3,01/02/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,4,09/02/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,5,12/02/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,6,19/02/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,7,23/02/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,8,06/05/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,9,10/05/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,10,10/05/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,11,18/05/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,12,31/05/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,13,02/06/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,14,02/06/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,15,04/06/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,16,21/06/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,17,28/06/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,18,09/07/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,19,24/11/2021,Evento do Processo Original,False
003023/2022,DAE_SEI,20,26/01/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,21,01/02/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,22,11/02/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,23,21/02/2022,Evento do Processo Original,False
003023/2022,DAE_SEI,24,21/02/2022,Evento do Processo Original,False
