processo,setor,ordem,data,resumo,desc_folha
003687/2022,DAE_SEI,18,05/02/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,19,05/02/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,20,24/02/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,21,10/03/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,22,12/05/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,23,12/05/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,24,12/05/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,25,12/05/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,26,19/05/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,27,28/05/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,28,27/07/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,29,27/07/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,30,27/07/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,31,28/07/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,32,29/09/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,33,09/11/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,34,17/11/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,35,17/11/2021,Evento do Processo Original,False
003687/2022,DAE_SEI,36,21/02/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,37,17/03/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,38,06/04/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,39,11/04/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,40,26/04/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,41,26/04/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,42,26/04/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,43,26/04/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,44,02/05/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,45,04/05/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,46,05/05/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,47,21/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,48,21/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,49,21/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,50,21/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,51,21/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,52,21/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,53,25/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,54,25/07/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,55,04/08/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,56,09/08/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,57,09/08/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,58,13/09/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,59,13/09/2022,Evento do Processo Original,False
000133/2022,CCD,55,31/03/2026,Cancelamento de Dívida,False
000134/2022,CCD,68,06/04/2026,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
005310/2017,DAE_EXP,19,15/12/2017,Baixa de Dívida,False
005310/2017,DAE_EXP,20,15/12/2017,Baixa de Dívida,False
005310/2017,DAE_EXP,21,15/12/2017,Baixa de Dívida,False
005310/2017,DAE_EXP,22,15/12/2017,Baixa de Dívida,False
005310/2017,DAE_EXP,23,01/03/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,24,01/03/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,28,17/07/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,29,17/07/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,30,17/07/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,31,17/07/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,32,17/07/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,33,17/07/2018,Baixa de Dívida,False
005310/2017,DAE_EXP,75,10/04/2024,"Citação nº 000507/2024 - DAE -  Nereu Batista Linhares - Presidente do IPERN
",False
005310/2017,DAE_EXP,76,20/05/2024,Certidão DAE,False
002701/2022,DAE_EXP,50,24/05/2024,Certidão DAE,False
002701/2022,DAE_MANDA,46,08/02/2024,MANDADO DE CITAÇÃO COM VISTAS AO CUMPRIMENTO DE DECISÃO NO PRAZO DE 05 DIAS..............................................................................,False
005310/2017,DAE_MANDA,74,14/03/2024,MANDADO DE CITAÇÃO COM VISTAS AO CUMPRIMENTO DE DECISÃO NO PRAZO DE 05 DIAS..............................................................................,False
002701/2022,DAE_SEI,2,23/10/2017,Evento do Processo Original,False
002701/2022,DAE_SEI,3,23/10/2017,Evento do Processo Original,False
002701/2022,DAE_SEI,4,20/03/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,5,26/09/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,6,27/09/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,7,08/10/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,8,08/10/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,9,24/10/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,10,29/10/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,11,04/11/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,12,04/11/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,13,04/11/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,14,08/11/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,15,18/11/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,16,27/11/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,17,06/12/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,18,06/12/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,19,20/12/2019,Evento do Processo Original,False
002701/2022,DAE_SEI,20,06/02/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,21,06/02/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,22,06/02/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,23,06/02/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,24,06/02/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,25,05/03/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,26,12/03/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,27,19/11/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,28,19/11/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,29,19/11/2020,Evento do Processo Original,False
002701/2022,DAE_SEI,30,13/07/2021,Evento do Processo Original,False
002701/2022,DAE_SEI,31,21/07/2021,Evento do Processo Original,False
002701/2022,DAE_SEI,32,10/08/2021,Evento do Processo Original,False
002701/2022,DAE_SEI,33,17/08/2021,Evento do Processo Original,False
002701/2022,DAE_SEI,34,05/04/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,35,03/05/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,36,30/05/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,37,30/05/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,38,05/06/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,39,14/06/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,40,13/07/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,41,13/07/2022,Evento do Processo Original,False
002701/2022,DAE_SEI,42,13/07/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003006/2022,DAE_SEI,2,25/07/2017,Evento do Processo Original,False
003006/2022,DAE_SEI,3,28/10/2019,Evento do Processo Original,False
003006/2022,DAE_SEI,4,27/03/2020,Evento do Processo Original,False
003006/2022,DAE_SEI,5,01/04/2020,Evento do Processo Original,False
003006/2022,DAE_SEI,6,01/04/2020,Evento do Processo Original,False
003006/2022,DAE_SEI,7,25/03/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,8,25/03/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,9,07/04/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,10,09/04/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,11,19/04/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,12,19/04/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,13,19/04/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,14,14/05/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,15,21/05/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,16,11/06/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,17,11/06/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,18,11/06/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,19,11/06/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,20,11/06/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,21,17/06/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,22,07/07/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,23,08/09/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,24,08/09/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,25,08/09/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,26,06/11/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,27,18/11/2021,Evento do Processo Original,False
003006/2022,DAE_SEI,28,06/12/2021,Evento do Processo Original,False
005310/2017,CONJU,81,10/11/2025,NOTA Nº 091/2025–CJ/TC,False
005310/2017,DAE_EXP,13,21/07/2017,Termo de Apensamento,False
003078/2022,DAE_SEI,1,12/09/2022,Capa,False
003078/2022,DAE_SEI,2,23/02/2016,Evento do Processo Original,False
003078/2022,DAE_SEI,3,22/08/2017,Evento do Processo Original,False
003078/2022,DAE_SEI,4,01/12/2020,Evento do Processo Original,False
003078/2022,DAE_SEI,5,03/12/2020,Evento do Processo Original,False
003078/2022,DAE_SEI,6,08/12/2020,Evento do Processo Original,False
003078/2022,DAE_SEI,7,11/02/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,8,12/02/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,9,23/04/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,10,28/04/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,11,29/04/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,12,05/05/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,13,18/05/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,14,10/06/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,15,10/06/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,16,11/06/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,17,15/06/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,18,28/06/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,19,16/07/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,20,16/07/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,21,16/07/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,22,10/11/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,23,02/12/2021,Evento do Processo Original,False
003078/2022,DAE_SEI,24,12/01/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,25,23/03/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,26,06/04/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,27,11/04/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,28,26/04/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,29,26/04/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,30,26/04/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,31,26/04/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,32,02/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,33,04/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,34,05/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,35,24/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,36,30/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,37,30/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,38,30/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,39,30/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,40,30/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,41,30/05/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,42,14/06/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,43,20/06/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,44,22/06/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,45,22/06/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,46,22/06/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,47,05/07/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,48,08/07/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,49,19/07/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,50,25/07/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,51,25/07/2022,Evento do Processo Original,False
003078/2022,DAE_SEI,52,02/08/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,2,16/01/2017,Evento do Processo Original,False
003064/2022,DAE_SEI,3,25/09/2019,Evento do Processo Original,False
003064/2022,DAE_SEI,4,27/09/2019,Evento do Processo Original,False
003064/2022,DAE_SEI,5,17/06/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,6,23/07/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,7,24/07/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,8,27/07/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,9,27/07/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,10,27/07/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,11,14/10/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,12,03/11/2020,Evento do Processo Original,False
003064/2022,DAE_SEI,13,09/02/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,14,09/02/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,15,09/02/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,16,09/02/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,17,23/02/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,18,09/03/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,19,06/05/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,20,06/05/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,21,06/05/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,22,07/05/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,23,11/05/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,24,21/05/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,25,23/07/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,26,23/07/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,27,23/07/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,28,26/07/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,29,29/09/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,30,02/12/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,31,14/12/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,32,16/12/2021,Evento do Processo Original,False
003064/2022,DAE_SEI,33,12/05/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,34,17/05/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,35,27/06/2022,Evento do Processo Original,False
003064/2022,DAE_SEI,36,30/06/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,60,16/09/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,61,21/10/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,62,21/10/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,63,21/10/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,64,21/10/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,65,21/10/2022,Evento do Processo Original,False
003687/2022,DAE_SEI,66,24/10/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003690/2022,DAE_SEI,2,06/08/2013,Evento do Processo Original,False
003690/2022,DAE_SEI,3,07/08/2013,Evento do Processo Original,False
003690/2022,DAE_SEI,4,06/03/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,5,21/07/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,6,15/08/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,7,15/08/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,8,20/10/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,9,24/10/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,10,05/11/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,11,05/11/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,12,12/11/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,13,10/12/2014,Evento do Processo Original,False
003690/2022,DAE_SEI,14,23/02/2015,Evento do Processo Original,False
003690/2022,DAE_SEI,15,25/03/2015,Evento do Processo Original,False
003690/2022,DAE_SEI,16,25/03/2015,Evento do Processo Original,False
003690/2022,DAE_SEI,17,25/03/2015,Evento do Processo Original,False
003690/2022,DAE_SEI,18,25/03/2015,Evento do Processo Original,False
003690/2022,DAE_SEI,19,26/03/2015,Evento do Processo Original,False
003690/2022,DAE_SEI,20,23/08/2017,Evento do Processo Original,False
003690/2022,DAE_SEI,21,30/03/2020,Evento do Processo Original,False
003690/2022,DAE_SEI,22,14/12/2020,Evento do Processo Original,False
003690/2022,DAE_SEI,23,15/12/2020,Evento do Processo Original,False
003690/2022,DAE_SEI,24,08/01/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,25,05/02/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,26,12/04/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,27,12/04/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,28,14/04/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,29,22/04/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,30,06/05/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,31,30/06/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,32,30/06/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,33,30/06/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,34,30/06/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,35,30/07/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,36,02/12/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,37,14/12/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,38,14/12/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,39,14/12/2021,Evento do Processo Original,False
003690/2022,DAE_SEI,40,21/02/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,41,18/03/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,42,20/04/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,43,11/05/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,44,11/05/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,45,11/05/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,46,17/05/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,47,18/05/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,48,14/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,49,14/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,50,14/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,51,14/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,52,14/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,53,18/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,54,18/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,55,18/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,56,20/07/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,57,03/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,58,05/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,59,10/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,60,31/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,61,31/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,62,31/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,63,31/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,64,31/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,65,31/08/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,66,01/09/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,67,09/09/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,68,09/09/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,69,13/09/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,70,21/10/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,71,21/10/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,72,21/10/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,73,21/10/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,74,24/10/2022,Evento do Processo Original,False
003690/2022,DAE_SEI,75,25/10/2022,Certidão de Inscrição no Cadastro Informativo de Créditos não Quitados,False
003701/2022,DAE_SEI,1,09/11/2022,Capa,False
003701/2022,DAE_SEI,2,17/10/2016,Evento do Processo Original,False
003701/2022,DAE_SEI,3,07/11/2017,Evento do Processo Original,False
003701/2022,DAE_SEI,4,07/11/2017,Evento do Processo Original,False
003701/2022,DAE_SEI,5,07/11/2017,Evento do Processo Original,False
003701/2022,DAE_SEI,6,08/06/2018,Evento do Processo Original,False
003701/2022,DAE_SEI,7,13/11/2018,Evento do Processo Original,False
001487/2025,CCD,105,15/05/2025,Informação de Protesto de Dívida,False
001487/2025,CCD,106,28/05/2025,Informação de Protesto de Dívida,False
001487/2025,CCD,107,03/07/2025,Certidão Declaratória de Quitação de Multa,False
001487/2025,CCD,108,04/07/2025,Certidão Declaratória de Quitação de Multa,False
005310/2017,DAE_MANDA,52,10/02/2020,MANDADO DE NOTIFICAÇÃO POR VIA POSTAL.........................................................,False
005310/2017,DAE_MANDA,58,03/03/2020,MANDADO DE NOTIFICAÇÃO POR VIA POSTAL.........................................................,False
000130/2023,DAE_SEI,2,12/12/2017,Evento do Processo Original,False
000130/2023,DAE_SEI,3,30/09/2019,Evento do Processo Original,False
000130/2023,DAE_SEI,4,09/10/2019,Evento do Processo Original,False
000130/2023,DAE_SEI,5,06/07/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,6,28/08/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,7,02/09/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,8,15/09/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,9,05/10/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,10,04/12/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,11,04/12/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,12,04/12/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,13,09/12/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,14,09/12/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,15,18/12/2020,Evento do Processo Original,False
000130/2023,DAE_SEI,16,23/03/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,17,23/03/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,18,23/03/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,19,06/04/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,20,03/05/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,21,01/07/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,22,01/07/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,23,01/07/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,24,01/07/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,25,02/08/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,26,02/12/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,27,14/12/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,28,14/12/2021,Evento do Processo Original,False
000130/2023,DAE_SEI,29,21/02/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,30,24/03/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,31,02/05/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,32,04/05/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,33,17/05/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,34,23/05/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,35,31/05/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,36,21/06/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,37,23/06/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,38,13/07/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,39,15/07/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,40,19/07/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,41,28/07/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,42,29/08/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,43,29/08/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,44,29/08/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,45,01/09/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,46,15/09/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,47,15/09/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,48,20/09/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,49,26/09/2022,Evento do Processo Original,False
000130/2023,DAE_SEI,50,16/01/2023,Evento do Processo Original,False
000130/2023,DAE_SEI,51,16/01/2023,Evento do Processo Original,False
000130/2023,DAE_SEI,52,16/01/2023,Evento do Processo Original,False
000130/2023,DAE_SEI,53,16/01/2023,Evento do Processo Original,False
000142/2023,DAE_SEI,2,23/08/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,3,24/08/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,4,20/09/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,5,20/09/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,6,09/10/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,7,10/10/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,8,18/10/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,9,18/10/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,10,09/11/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,11,29/11/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,12,04/12/2017,Evento do Processo Original,False
000142/2023,DAE_SEI,13,02/02/2018,Evento do Processo Original,False
000142/2023,DAE_SEI,14,30/10/2019,Evento do Processo Original,False
000142/2023,DAE_SEI,15,30/10/2019,Evento do Processo Original,False
000142/2023,DAE_SEI,16,12/11/2019,Evento do Processo Original,False
000142/2023,DAE_SEI,17,20/11/2019,Evento do Processo Original,False
000142/2023,DAE_SEI,18,04/12/2019,Evento do Processo Original,False
000142/2023,DAE_SEI,19,04/12/2019,Evento do Processo Original,False
000142/2023,DAE_SEI,20,16/12/2019,Evento do Processo Original,False
000142/2023,DAE_SEI,21,09/01/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,22,17/01/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,23,20/01/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,24,06/02/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,25,06/02/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,26,10/02/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,27,12/02/2020,Evento do Processo Original,False
000142/2023,DAE_SEI,28,15/03/2020,Evento do Processo Original,False
